githubFile,instrument,calRepo_check,HITLstatus,HITLnotes,fileParse,serialNumber,duplicateCoeff,vendorMatch
ATOSU-58336-00007__20230614.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00009__20150619.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00003__20131121.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20231204.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20171006.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20191230.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00009__20180830.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20201117.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00005__20131218.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00004__20231204.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20150727.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00005__20171006.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00002__20230516.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00009__20201006.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00003__20201006.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20150409.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00005__20160422.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00002__20160513.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00007__20211108.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00004__20180820.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20171016.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20160418.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20140121.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00001__20170111.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,['COMPARED']
ATOSU-58336-00007__20180108.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20231211.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00001__20120702.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00005__20230516.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20211122.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00002__20201006.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00004__20170117.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20170111.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,['COMPARED']
ATAPL-58336-00003__20170111.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,['COMPARED']
ATOSU-58336-00007__20191230.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00002__20171016.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20211108.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00001__20231204.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00007__20150409.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00003__20230516.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20211122.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20180912.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00010__20160415.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00004__20211123.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00009__20170117.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00001__20191230.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00004__20140506.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00006__20200113.csv,PCO2WA,MATCH,Clear,"check Serial Number (listed as ""SAMI""...should be SN79)",SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00009__20230614.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00003__20170614.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58336-00002__20131121.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58336-00008__20190508.csv,PCO2WA,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20211108.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20211108.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20180326.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20201117.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20230816.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20180830.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20190401.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20190401.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20180220.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20180830.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20160502.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20160513.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20140421.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20170111.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,['COMPARED']
ATOSU-70570-00003__20230614.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20200108.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20150413.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20170117.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00004__20201222.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20130311.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20200108.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00003__20170307.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00001__20240213.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20240213.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70570-00002__20140121.csv,PCO2WB,MATCH,Clear,nan,SUCCESS_TYPE2,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20211101.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20150730.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20211101.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20211020.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20170203.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00002__20160405.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20211112.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20230721.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00002__20191011.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00011__20171211.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00002__20131107.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20230526.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20230707.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00006__20140507.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20191104.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20231120.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00009__20180827.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20150730.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00006__20170216.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20160506.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20150318.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00006__20200909.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00006__20231120.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20231102.csv,PHSENA,MATCH,Clear, ,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00010__20180827.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20231205.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00002__20211027.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20171003.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20131015.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20171003.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20160330.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20201103.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20160506.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20171027.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20200909.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20171004.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20170214.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00009__20230707.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00011__20230712.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20231122.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00011__20150317.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20120702.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20191111.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20171027.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20240130.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00001__20180827.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00010__20200920.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00011__20170203.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00006__20180827.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20160506.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20191104.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20211021.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20160506.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20200909.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20191111.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00009__20150514.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00008__20140414.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20191125.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00009__20170214.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20191011.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20191011.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00013__20160406.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20131113.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20180904.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20170504.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00009__20200920.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00011__20200909.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20170203.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00010__20150514.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00004__20201123.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00010__20170203.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20171004.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00014__20160406.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20230526.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20131119.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00010__20230707.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00002__20231205.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00003__20131112.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00012__20220629.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATAPL-58337-00005__20211112.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-58337-00007__20131218.csv,PHSENA,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20140107.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00003__20180827.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00003__20201007.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00004__20230802.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20211027.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20191111.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20191125.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20171211.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20131218.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00003__20140415.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20171128.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20240402.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00004__20201123.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00004__20150511.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00003__20170203.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20160426.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00004__20180906.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20211101.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00001__20160426.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00004__20170214.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00002__20240402.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
ATOSU-70571-00003__20230504.csv,PHSEND,MATCH,Clear,nan,SUCCESS_TYPE1,MATCH_SENSORBULK,NONE,NOTCOMPARED
